Model,TDP,TDP (Base),Cores (P),Cores (E),Cores (LP-E),Cores,Codename,Released,Clock rate
Intel Core i9-14901E,65.0,,,,,,,,
Intel Core i9-14901KE,125.0,,,,,,,,
Intel Core i9-14901TE,45.0,,,,,,,,
Intel Core i9-7900X,140.0,,,,,,,2017-06-01,
Intel Core i9-7920X,140.0,,,,,,,2017-09-01,
Intel Core i9-7940X,165.0,,,,,,,2017-09-01,
Intel Core i9-7960X,165.0,,,,,,,2017-10-01,
Intel Core i9-7980XE,165.0,,,,,,,2017-09-01,
Intel Core i9-8950HK,45.0,,,,,,,2018-04-01,
Intel Core i9-9820X,165.0,,,,,,,2018-12-01,
Intel Core i9-9880H,45.0,,,,,,,2019-05-01,
Intel Core i9-9900,65.0,,,,,,,2019-07-01,
Intel Core i9-9900K,95.0,,,,,,,2018-10-01,
Intel Core i9-9900KF,95.0,,,,,,,2019-04-01,
Intel Core i9-9900KS,127.0,,,,,,,2019-10-01,
Intel Core i9-9900T,35.0,,,,,,,2019-11-01,
Intel Core i9-9900X,165.0,,,,,,,2018-12-01,
Intel Core i9-9920X,165.0,,,,,,,2018-12-01,
Intel Core i9-9940X,165.0,,,,,,,2018-11-01,
Intel Core i9-9960X,165.0,,,,,,,2019-02-01,
Intel Core i9-9980HK,45.0,,,,,,,2019-05-01,
Intel Core i9-9980XE,165.0,,,,,,,2018-12-01,
Intel Core i9-9990XE,255.0,,,,,,,2020-07-01,
Intel Core m3-6Y30,4.5,,,,,,,2015-10-01,
Intel Core m3-7Y30,4.5,,,,,,,2016-10-01,
Intel Core m3-7Y32,4.5,,,,,,,2017-07-01,
Intel Core m3-8100Y,5.0,,,,,,,2018-12-01,
Intel Core m5-6Y54,7.0,,,,,,,2015-12-01,
Intel Core m5-6Y57,7.0,,,,,,,2015-12-01,
Intel Core m7-6Y75,7.0,,,,,,,2015-11-01,
Intel Core2 Duo E4300,65.0,,,,,,,2009-10-01,
Intel Core2 Duo E4400,65.0,,,,,,,2008-12-01,
Intel Core2 Duo E4500,65.0,,,,,,,2008-12-01,
Intel Core2 Duo E4600,65.0,,,,,,,2008-12-01,
Intel Core2 Duo E4700,65.0,,,,,,,2008-12-01,
Intel Core2 Duo E6300,65.0,,,,,,,2008-11-01,
Intel Core2 Duo E6320,65.0,,,,,,,2008-12-01,
Intel Core2 Duo E6400,65.0,,,,,,,2009-03-01,
Intel Core2 Duo E6420,65.0,,,,,,,2008-11-01,
Intel Core2 Duo E6540,65.0,,,,,,,2009-05-01,
Intel Core2 Duo E6550,65.0,,,,,,,2008-11-01,
Intel Core2 Duo E6600,65.0,,,,,,,2008-11-01,
Intel Core2 Duo E6700,65.0,,,,,,,2010-01-01,
Intel Core2 Duo E6750,65.0,,,,,,,2008-11-01,
Intel Core2 Duo E6850,65.0,,,,,,,2008-11-01,
Intel Core2 Duo E7200,65.0,,,,,,,2008-12-01,
Intel Core2 Duo E7300,65.0,,,,,,,2008-11-01,
Intel Core2 Duo E7400,65.0,,,,,,,2008-12-01,
Intel Core2 Duo E7500,65.0,,,,,,,2009-03-01,
Intel Core2 Duo E7600,65.0,,,,,,,2009-06-01,
Intel Core2 Duo E8200,65.0,,,,,,,2008-11-01,
Intel Core2 Duo E8290,65.0,,,,,,,2012-11-01,
Intel Core2 Duo E8300,65.0,,,,,,,2008-12-01,
Intel Core2 Duo E8400,65.0,,,,,,,2008-11-01,
Intel Core2 Duo E8500,65.0,,,,,,,2008-11-01,
Intel Core2 Duo E8600,65.0,,,,,,,2008-11-01,
Intel Core2 Duo L7300,17.0,,,,,,,2009-06-01,
Intel Core2 Duo L7400,17.0,,,,,,,2011-05-01,
Intel Core2 Duo L7500,17.0,,,,,,,2009-02-01,
Intel Core2 Duo L7700,17.0,,,,,,,2009-04-01,
Intel Core2 Duo L9300,17.0,,,,,,,2009-04-01,
Intel Core2 Duo L9600,17.0,,,,,,,2009-10-01,
Intel Core2 Duo P7350,25.0,,,,,,,2008-12-01,
Intel Core2 Duo P7370,25.0,,,,,,,2008-12-01,
Intel Core2 Duo P7450,25.0,,,,,,,2009-02-01,
Intel Core2 Duo P7550,25.0,,,,,,,2009-06-01,
Intel Core2 Duo P7570,25.0,,,,,,,2009-10-01,
Intel Core2 Duo P8400,25.0,,,,,,,2008-12-01,
Intel Core2 Duo P8600,25.0,,,,,,,2008-12-01,
Intel Core2 Duo P8700,25.0,,,,,,,2009-03-01,
Intel Core2 Duo P8800,25.0,,,,,,,2009-07-01,
Intel Core2 Duo P9500,25.0,,,,,,,2008-12-01,
Intel Core2 Duo P9600,25.0,,,,,,,2009-08-01,
Intel Core2 Duo P9700,28.0,,,,,,,2009-06-01,
Intel Core2 Duo SL9400,17.0,,,,,,,2009-02-01,
Intel Core2 Duo SP9400,25.0,,,,,,,2009-03-01,
Intel Core2 Duo SU9400,10.0,,,,,,,2009-02-01,
Intel Core2 Duo T5200,34.0,,,,,,,2009-02-01,
Intel Core2 Duo T5250,35.0,,,,,,,2008-12-01,
Intel Core2 Duo T5270,35.0,,,,,,,2008-11-01,
Intel Core2 Duo T5300,34.0,,,,,,,2009-03-01,
Intel Core2 Duo T5450,35.0,,,,,,,2009-01-01,
Intel Core2 Duo T5470,35.0,,,,,,,2009-02-01,
Intel Core2 Duo T5500,34.0,,,,,,,2009-02-01,
Intel Core2 Duo T5550,35.0,,,,,,,2008-11-01,
Intel Core2 Duo T5600,34.0,,,,,,,2008-12-01,
Intel Core2 Duo T5670,35.0,,,,,,,2009-03-01,
Intel Core2 Duo T5750,35.0,,,,,,,2008-12-01,
Intel Core2 Duo T5800,35.0,,,,,,,2008-12-01,
Intel Core2 Duo T5870,35.0,,,,,,,2008-12-01,
Intel Core2 Duo T6400,35.0,,,,,,,2009-02-01,
Intel Core2 Duo T6500,35.0,,,,,,,2009-06-01,
Intel Core2 Duo T6570,35.0,,,,,,,2009-03-01,
Intel Core2 Duo T6600,35.0,,,,,,,2009-02-01,
Intel Core2 Duo T6670,35.0,,,,,,,2009-07-01,
Intel Core2 Duo T7100,35.0,,,,,,,2009-02-01,
Intel Core2 Duo T7200,34.0,,,,,,,2008-11-01,
Intel Core2 Duo T7250,35.0,,,,,,,2009-02-01,
Intel Core2 Duo T7300,35.0,,,,,,,2008-12-01,
Intel Core2 Duo T7400,34.0,,,,,,,2010-07-01,
Intel Core2 Duo T7500,35.0,,,,,,,2008-11-01,
Intel Core2 Duo T7600,34.0,,,,,,,2008-12-01,
Intel Core2 Duo T7700,35.0,,,,,,,2008-11-01,
Intel Core2 Duo T7800,35.0,,,,,,,2009-03-01,
Intel Core2 Duo T8100,35.0,,,,,,,2008-12-01,
Intel Core2 Duo T8300,35.0,,,,,,,2008-12-01,
Intel Core2 Duo T9300,35.0,,,,,,,2008-12-01,
Intel Core2 Duo T9400,35.0,,,,,,,2009-01-01,
Intel Core2 Duo T9500,35.0,,,,,,,2009-01-01,
Intel Core2 Duo T9550,35.0,,,,,,,2009-02-01,
Intel Core2 Duo T9600,35.0,,,,,,,2009-02-01,
Intel Core2 Duo T9800,35.0,,,,,,,2009-02-01,
Intel Core2 Duo T9900,35.0,,,,,,,2009-07-01,
Intel Core2 Duo U7300,10.0,,,,,,,2009-10-01,
Intel Core2 Duo U7500,10.0,,,,,,,2009-03-01,
Intel Core2 Duo U7600,10.0,,,,,,,2009-02-01,
Intel Core2 Duo U7700,10.0,,,,,,,2008-12-01,
Intel Core2 Duo U9300,10.0,,,,,,,2009-05-01,
Intel Core2 Duo U9600,10.0,,,,,,,2009-08-01,
Intel Core2 Extreme Q6800,75.0,,,,,,,2008-12-01,
Intel Core2 Extreme Q6850,130.0,,,,,,,2008-11-01,
Intel Core2 Extreme Q9300,45.0,,,,,,,2008-12-01,
Intel Core2 Extreme X6800,75.0,,,,,,,2008-12-01,
Intel Core2 Extreme X7800,44.0,,,,,,,2009-05-01,
Intel Core2 Extreme X7900,44.0,,,,,,,2009-03-01,
Intel Core2 Extreme X9000,44.0,,,,,,,2009-02-01,
Intel Core2 Extreme X9100,44.0,,,,,,,2008-12-01,
Intel Core2 Extreme X9650,130.0,,,,,,,2008-11-01,
Intel Core2 Extreme X9770,136.0,,,,,,,2008-11-01,
Intel Core2 Extreme X9775,150.0,,,,,,,2009-02-01,
Intel Core2 Quad Q6600,105.0,,,,,,,2008-11-01,
Intel Core2 Quad Q6700,105.0,,,,,,,2008-11-01,
Intel Core2 Quad Q8200,95.0,,,,,,,2008-11-01,
Intel Core2 Quad Q8300,95.0,,,,,,,2009-02-01,
Intel Core2 Quad Q8400,95.0,,,,,,,2009-05-01,
Intel Core2 Quad Q9000,45.0,,,,,,,2009-02-01,
Intel Core2 Quad Q9100,45.0,,,,,,,2009-04-01,
Intel Core2 Quad Q9300,95.0,,,,,,,2008-11-01,
Intel Core2 Quad Q9400,95.0,,,,,,,2008-11-01,
Intel Core2 Quad Q9450,95.0,,,,,,,2008-11-01,
Intel Core2 Quad Q9500,95.0,,,,,,,2010-05-01,
Intel Core2 Quad Q9505,95.0,,,,,,,2009-11-01,
Intel Core2 Quad Q9550,95.0,,,,,,,2008-11-01,
Intel Core2 Quad Q9650,95.0,,,,,,,2008-12-01,
Intel Core2 Solo U2100,5.5,,,,,,,2009-05-01,
Intel Core2 Solo U3500,5.5,,,,,,,2009-07-01,
Intel Core i7-2720QM,45.0,,,,,,,,
Intel Core i7-2760QM,45.0,,,,,,,,
Intel Mobile Celeron 266,9.8,,,,,,,,
Intel Mobile Celeron 300,11.1,,,,,,,,
Intel Mobile Celeron 333,11.8,,,,,,,,
Intel Mobile Celeron 366,13.1,,,,,,,,
Intel Mobile Celeron 400,13.8,,,,,,,,
Intel Mobile Celeron 433,19.4,,,,,,,,
Intel Mobile Celeron 466,20.7,,,,,,,,
Intel Mobile Celeron LV 266,7.9,,,,,,,,
Intel Pentium 100,10.1,,,,,,,,
Intel Pentium 120,12.81,,,,,,,,
Intel Pentium 133,11.2,,,,,,,,
Intel Pentium 1403,80.0,,,,,,,2013-05-01,
Intel Pentium 1403 v2,80.0,,,,,,,2018-09-01,
Intel Pentium 1405,40.0,,,,,,,,
Intel Pentium 1405 v2,40.0,,,,,,,,
Intel Pentium 1407,80.0,,,,,,,,
Intel Pentium 150,11.6,,,,,,,,
Intel Pentium 166,14.5,,,,,,,,
Intel Pentium 200,15.5,,,,,,,,
Intel Pentium 2020M,35.0,,,,,,,2013-02-01,
Intel Pentium 2030M,35.0,,,,,,,2013-10-01,
Intel Pentium 2117U,17.0,,,,,,,2013-03-01,
Intel Pentium 2127U,17.0,,,,,,,2013-08-01,
Intel Pentium 2129Y,10.0,,,,,,,2014-01-01,
Intel Pentium 350,15.0,,,,,,,,
Intel Pentium 3550M,37.0,,,,,,,2014-02-01,
Intel Pentium 3556U,15.0,,,,,,,2013-12-01,
Intel Pentium 3558U,15.0,,,,,,,2014-07-01,
Intel Pentium 3560M,37.0,,,,,,,2015-01-01,
Intel Pentium 3560Y,11.5,,,,,,,2013-11-01,
Intel Pentium 3561Y,11.5,,,,,,,,
Intel Pentium 3805U,15.0,,,,,,,2015-02-01,
Intel Pentium 3825U,15.0,,,,,,,2015-08-01,
Intel Pentium 4 1300MHz,51.6,,,,,,,2009-03-01,
Intel Pentium 4 1400MHz,54.7,,,,,,,2009-03-01,
Intel Pentium 4 1500MHz,57.8,,,,,,,2009-03-01,
Intel Pentium 4 1700MHz,64.0,,,,,,,2009-03-01,
Intel Pentium 4 1800MHz,68.1,,,,,,,2009-02-01,
Intel Pentium 4 3.60GHz,115.0,,,,,,,2008-11-01,
Intel Pentium 4 3.73GHz,115.0,,,,,,,2009-03-01,
Intel Pentium 4405U,15.0,,,,,,,2015-12-01,
Intel Pentium 4405Y,6.0,,,,,,,2016-05-01,
Intel Pentium 4410Y,6.0,,,,,,,2017-11-01,
Intel Pentium 4415U,15.0,,,,,,,2017-03-01,
Intel Pentium 4415Y,6.0,,,,,,,2018-08-01,
Intel Pentium 4417U,15.0,,,,,,,2019-03-01,
Intel Pentium 4425Y,6.0,,,,,,,2020-07-01,
Intel Pentium 5405U,15.0,,,,,,,2019-04-01,
Intel Pentium 60,14.6,,,,,,,,
Intel Pentium 6405U,15.0,,,,,,,2020-05-01,
Intel Pentium 66,16.0,,,,,,,,
Intel Pentium 6805,15.0,,,,,,,2021-07-01,
Intel Pentium 75,8.0,,,,,,,,
Intel Pentium 8500,9.0,,,,,,,2022-02-23,
Intel Pentium 8505,15.0,,,,,,,2022-02-23,
Intel Pentium 8505 (IPU),15.0,,,,,,,2022-02-23,
Intel Pentium 90,9.0,,,,,,,,
Intel Pentium 957,17.0,,,,,,,2011-08-01,
Intel Pentium 967,17.0,,,,,,,2012-03-01,
Intel Pentium 977,17.0,,,,,,,,
Intel Pentium 987,17.0,,,,,,,2012-07-01,
Intel Pentium 997,17.0,,,,,,,2012-11-01,
Intel Pentium A1018,35.0,,,,,,,2014-08-01,
Intel Pentium A1020,10.0,,,,,,,2020-02-01,
Intel Pentium B915C,15.0,,,,,,,,
Intel Pentium B925C,15.0,,,,,,,,
Intel Pentium B940,35.0,,,,,,,2011-06-01,
Intel Pentium B950,35.0,,,,,,,2011-06-01,
Intel Pentium B960,35.0,,,,,,,2012-01-01,
Intel Pentium B970,35.0,,,,,,,2012-07-01,
Intel Pentium B980,35.0,,,,,,,2012-12-01,
Intel Pentium D 805,95.0,,,,,,,2008-12-01,
Intel Pentium D 830,95.0,,,,,,,2008-12-01,
Intel Pentium D 915,95.0,,,,,,,2008-12-01,
Intel Pentium D 940,130.0,,,,,,,2008-12-01,
Intel Pentium D 950,130.0,,,,,,,2008-11-01,
Intel Pentium D 960,130.0,,,,,,,2009-04-01,
Intel Pentium D1507,20.0,,,,,,,,
Intel Pentium D1508,25.0,,,,,,,2017-12-01,
Intel Pentium D1509,19.0,,,,,,,,
Intel Pentium D1517,25.0,,,,,,,,
Intel Pentium D1519,25.0,,,,,,,,
Intel Pentium Dual T2390,35.0,,,,,,,2022-08-01,
Intel Pentium Dual-Core E2140,65.0,,,,,,,,
Intel Pentium Dual-Core E2160,65.0,,,,,,,,
Intel Pentium Dual-Core E2180,65.0,,,,,,,,
Intel Pentium Dual-Core E2200,65.0,,,,,,,,
Intel Pentium Dual-Core E2210,65.0,,,,,,,,
Intel Pentium Dual-Core E2220,65.0,,,,,,,,
Intel Pentium Dual-Core E5200,65.0,,,,,,,,
Intel Pentium Dual-Core E5300,65.0,,,,,,,,
Intel Pentium Dual-Core T2060,31.0,,,,,,,,
Intel Pentium Dual-Core T2080,31.0,,,,,,,,
Intel Pentium Dual-Core T2130,31.0,,,,,,,,
Intel Pentium Dual-Core T2310,35.0,,,,,,,,
Intel Pentium Dual-Core T2330,35.0,,,,,,,,
Intel Pentium Dual-Core T2350,31.0,,,,,,,,
Intel Pentium Dual-Core T2370,35.0,,,,,,,,
Intel Pentium Dual-Core T2390,35.0,,,,,,,,
Intel Pentium Dual-Core T2410,35.0,,,,,,,,
Intel Pentium Dual-Core T3200,35.0,,,,,,,,
Intel Pentium Dual-Core T3400,35.0,,,,,,,,
Intel Pentium E2140,65.0,,,,,,,2008-11-01,
Intel Pentium E2160,65.0,,,,,,,2008-12-01,
Intel Pentium E2180,65.0,,,,,,,2008-11-01,
Intel Pentium E2200,65.0,,,,,,,2009-01-01,
Intel Pentium E2210,65.0,,,,,,,2009-09-01,
Intel Pentium E2220,65.0,,,,,,,2009-01-01,
Intel Pentium E5200,65.0,,,,,,,2009-05-01,
Intel Pentium E5300,65.0,,,,,,,2009-04-01,
Intel Pentium E5400,65.0,,,,,,,2009-04-01,
Intel Pentium E5500,65.0,,,,,,,2010-06-01,
Intel Pentium E5700,65.0,,,,,,,2010-09-01,
Intel Pentium E5800,65.0,,,,,,,2012-01-01,
Intel Pentium E6300,65.0,,,,,,,2009-06-01,
Intel Pentium E6500,65.0,,,,,,,2009-11-01,
Intel Pentium E6500K,65.0,,,,,,,,
Intel Pentium E6600,65.0,,,,,,,2010-11-01,
Intel Pentium E6700,65.0,,,,,,,2010-07-01,
Intel Pentium E6800,65.0,,,,,,,2010-10-01,
Intel Pentium Extreme Edition 955,130.0,,,,,,,2009-04-01,
Intel Pentium Extreme Edition 965,130.0,,,,,,,2009-03-01,
Intel Pentium G2010,55.0,,,,,,,2013-02-01,
Intel Pentium G2020,55.0,,,,,,,2013-01-01,
Intel Pentium G2020T,35.0,,,,,,,2013-01-01,
Intel Pentium G2030,55.0,,,,,,,2013-07-01,
Intel Pentium G2030T,35.0,,,,,,,2014-01-01,
Intel Pentium G2100T,35.0,,,,,,,2016-05-01,
Intel Pentium G2120,55.0,,,,,,,2012-10-01,
Intel Pentium G2120T,35.0,,,,,,,2020-03-01,
Intel Pentium G2130,55.0,,,,,,,2013-02-01,
Intel Pentium G2140,55.0,,,,,,,2014-01-01,
Intel Pentium G3220,54.0,,,,,,,2013-09-01,
Intel Pentium G3220T,35.0,,,,,,,2014-03-01,
Intel Pentium G3240,53.0,,,,,,,2014-05-01,
Intel Pentium G3240T,35.0,,,,,,,2014-08-01,
Intel Pentium G3250,53.0,,,,,,,2014-09-01,
Intel Pentium G3250T,35.0,,,,,,,2015-01-01,
Intel Pentium G3258,53.0,,,,,,,2014-06-01,
Intel Pentium G3260,53.0,,,,,,,2015-05-01,
Intel Pentium G3260T,35.0,,,,,,,2015-08-01,
Intel Pentium G3320TE,35.0,,,,,,,2014-01-01,
Intel Pentium G3420,54.0,,,,,,,2013-09-01,
Intel Pentium G3420T,35.0,,,,,,,2014-09-01,
Intel Pentium G3430,54.0,,,,,,,2013-10-01,
Intel Pentium G3440,53.0,,,,,,,2014-07-01,
Intel Pentium G3440T,35.0,,,,,,,2014-11-01,
Intel Pentium G3450,53.0,,,,,,,2014-07-01,
Intel Pentium G3450T,35.0,,,,,,,2015-10-01,
Intel Pentium G3460,53.0,,,,,,,2014-09-01,
Intel Pentium G3460T,35.0,,,,,,,,
Intel Pentium G3470,53.0,,,,,,,2015-05-01,
Intel Pentium G4400,54.0,,,,,,,2015-10-01,
Intel Pentium G4400T,35.0,,,,,,,2015-10-01,
Intel Pentium G4400TE,35.0,,,,,,,2018-06-01,
Intel Pentium G4500,51.0,,,,,,,2015-10-01,
Intel Pentium G4500T,35.0,,,,,,,2016-03-01,
Intel Pentium G4520,51.0,,,,,,,2015-11-01,
Intel Pentium G4560,54.0,,,,,,,2017-01-01,
Intel Pentium G4560T,35.0,,,,,,,2017-03-01,
Intel Pentium G4600,51.0,,,,,,,2017-01-01,
Intel Pentium G4600T,35.0,,,,,,,2017-04-01,
Intel Pentium G4620,51.0,,,,,,,2017-01-01,
Intel Pentium G620,65.0,,,,,,,2011-05-01,
Intel Pentium G620T,35.0,,,,,,,2011-07-01,
Intel Pentium G622,65.0,,,,,,,,
Intel Pentium G630,65.0,,,,,,,2011-11-01,
Intel Pentium G630T,35.0,,,,,,,2011-10-01,
Intel Pentium G632,65.0,,,,,,,,
Intel Pentium G640,65.0,,,,,,,2012-07-01,
Intel Pentium G640T,35.0,,,,,,,2012-01-01,
Intel Pentium G645,65.0,,,,,,,2012-01-01,
Intel Pentium G645T,35.0,,,,,,,2012-01-01,
Intel Pentium G6950,73.0,,,,,,,2010-01-01,
Intel Pentium G6951,73.0,,,,,,,2011-01-01,
Intel Pentium G6960,73.0,,,,,,,2011-02-01,
Intel Pentium G840,65.0,,,,,,,2011-06-01,
Intel Pentium G850,65.0,,,,,,,2011-05-01,
Intel Pentium G860,65.0,,,,,,,2011-11-01,
Intel Pentium G860T,35.0,,,,,,,,
Intel Pentium G870,65.0,,,,,,,2012-09-01,
Intel Pentium GOLD 6500Y,5.0,,,,,,,2021-10-01,
Intel Pentium Gold 4410Y,6.0,,,,,,,,
Intel Pentium Gold 4415U,15.0,,,,,,,,
Intel Pentium Gold 4415Y,6.0,,,,,,,,
Intel Pentium Gold 4417U,15.0,,,,,,,,
Intel Pentium Gold 4425Y,6.0,,,,,,,,
Intel Pentium Gold 5405U,15.0,,,,,,,,
Intel Pentium Gold 6405U,15.0,,,,,,,,
Intel Pentium Gold 6500Y,5.0,,,,,,,,
Intel Pentium Gold 7505,15.0,,,,,,,2021-01-01,
Intel Pentium Gold 8505,15.0,,,,,,,2022-03-01,
Intel Pentium Gold G5400,54.0,,,,,,,2018-04-01,
Intel Pentium Gold G5400T,35.0,,,,,,,2018-10-01,
Intel Pentium Gold G5420,54.0,,,,,,,2019-06-01,
Intel Pentium Gold G5420T,35.0,,,,,,,2019-10-01,
Intel Pentium Gold G5500,54.0,,,,,,,2018-05-01,
Intel Pentium Gold G5500T,35.0,,,,,,,2018-05-01,
Intel Pentium Gold G5600,54.0,,,,,,,2018-05-01,
Intel Pentium Gold G5600E,35.0,,,,,,,,
Intel Pentium Gold G5600F,54.0,,,,,,,2019-10-01,
Intel Pentium Gold G5600T,35.0,,,,,,,2022-02-01,
Intel Pentium Gold G5620,54.0,,,,,,,2019-12-01,
Intel Pentium Gold G6400,58.0,,,,,,,2020-07-01,
Intel Pentium Gold G6400E,58.0,,,,,,,,
Intel Pentium Gold G6400T,35.0,,,,,,,2021-04-01,
Intel Pentium Gold G6400TE,35.0,,,,,,,,
Intel Pentium Gold G6405,58.0,,,,,,,2021-06-01,
Intel Pentium Gold G6405T,35.0,,,,,,,2021-06-01,
Intel Pentium Gold G6500,58.0,,,,,,,2020-10-01,
Intel Pentium Gold G6500T,35.0,,,,,,,2021-03-01,
Intel Pentium Gold G6505,58.0,,,,,,,2021-08-01,
Intel Pentium Gold G6505T,35.0,,,,,,,,
Intel Pentium Gold G6600,58.0,,,,,,,2021-03-01,
Intel Pentium Gold G6605,58.0,,,,,,,2021-07-01,
Intel Pentium Gold G7400,46.0,,,,,,,2022-02-01,
Intel Pentium Gold G7400E,46.0,,,,,,,2022-01-04,
Intel Pentium Gold G7400T,35.0,,,,,,,2022-06-01,
Intel Pentium Gold G7400TE,35.0,,,,,,,2022-01-04,
Intel Pentium II Xeon 400,38.1,,,,,,,,
Intel Pentium II Xeon 450,46.7,,,,,,,,
Intel Pentium III 1400,31.2,,,,,,,2009-08-01,
Intel Pentium III 1400S,32.2,,,,,,,2009-07-01,
Intel Pentium III Xeon 1.00,30.8,,,,,,,,
Intel Pentium III Xeon 500,44.0,,,,,,,,
Intel Pentium III Xeon 550,34.0,,,,,,,,
Intel Pentium III Xeon 600,19.2,,,,,,,,
Intel Pentium III Xeon 667,21.3,,,,,,,,
Intel Pentium III Xeon 700,29.6,,,,,,,,
Intel Pentium III Xeon 733,23.3,,,,,,,,
Intel Pentium III Xeon 800,25.4,,,,,,,,
Intel Pentium III Xeon 866,29.6,,,,,,,,
Intel Pentium III Xeon 900,39.3,,,,,,,,
Intel Pentium III Xeon 933,29.6,,,,,,,,
Intel Pentium J2850,10.0,,,,,,,2014-05-01,
Intel Pentium J2900,10.0,,,,,,,2014-02-01,
Intel Pentium J3710,6.5,,,,,,,2016-05-01,
Intel Pentium J4205,10.0,,,,,,,2016-10-01,
Intel Pentium J6426,10.0,,,,,,,2022-02-01,
Intel Pentium M 1000MHz,7.0,,,,,,,2009-03-01,
Intel Pentium M 1200MHz,12.0,,,,,,,2009-04-01,
Intel Pentium M 1300MHz,22.0,,,,,,,2009-02-01,
Intel Pentium M 1400MHz,22.0,,,,,,,2009-02-01,
Intel Pentium M 1500MHz,24.5,,,,,,,2009-02-01,
Intel Pentium M 1600MHz,24.5,,,,,,,2009-02-01,
Intel Pentium M 1700MHz,24.5,,,,,,,2009-03-01,
Intel Pentium M 900MHz,7.0,,,,,,,2009-05-01,
Intel Pentium MMX 166,13.1,,,,,,,,
Intel Pentium MMX 200,15.7,,,,,,,,
Intel Pentium MMX 233,17.0,,,,,,,,
Intel Pentium N3510,7.5,,,,,,,2013-12-01,
Intel Pentium N3520,7.5,,,,,,,2014-01-01,
Intel Pentium N3530,7.5,,,,,,,2014-06-01,
Intel Pentium N3540,7.5,,,,,,,2014-10-01,
Intel Pentium N3700,6.0,,,,,,,2015-04-01,
Intel Pentium N3710,6.0,,,,,,,2016-03-01,
Intel Pentium N4200,6.0,,,,,,,2016-11-01,
Intel Pentium N6415,6.5,,,,,,,2021-04-01,
Intel Pentium P6000,35.0,,,,,,,2010-06-01,
Intel Pentium P6100,35.0,,,,,,,2010-09-01,
Intel Pentium P6200,35.0,,,,,,,2010-12-01,
Intel Pentium P6300,35.0,,,,,,,2011-05-01,
Intel Pentium SU2700,10.0,,,,,,,2009-08-01,
Intel Pentium SU4100,10.0,,,,,,,2009-09-01,
Intel Pentium Silver J5005,10.0,,,,,,,2017-12-01,
Intel Pentium Silver J5040,10.0,,,,,,,,
Intel Pentium Silver N5000,6.0,,,,,,,2018-03-01,
Intel Pentium Silver N5020,6.0,,,,,,,2021-11-01,
Intel Pentium Silver N5030,6.0,,,,,,,2020-02-01,
Intel Pentium Silver N6000,6.0,,,,,,,2021-03-01,
Intel Pentium Silver N6005,10.0,,,,,,,2021-10-01,
Intel Pentium T2060,31.0,,,,,,,2008-12-01,
Intel Pentium T2080,31.0,,,,,,,2008-12-01,
Intel Pentium T2130,31.0,,,,,,,2009-02-01,
Intel Pentium T2310,35.0,,,,,,,2008-12-01,
Intel Pentium T2330,35.0,,,,,,,2009-02-01,
Intel Pentium T2370,35.0,,,,,,,2008-12-01,
Intel Pentium T2390,35.0,,,,,,,2009-02-01,
Intel Pentium T3200,35.0,,,,,,,2009-02-01,
Intel Pentium T3400,35.0,,,,,,,2009-02-01,
Intel Pentium T4200,35.0,,,,,,,2009-03-01,
Intel Pentium T4300,35.0,,,,,,,2009-08-01,
Intel Pentium T4400,35.0,,,,,,,2011-12-01,
Intel Pentium T4500,35.0,,,,,,,2010-02-01,
Intel Pentium U5400,18.0,,,,,,,2010-08-01,
Intel Pentium U5600,18.0,,,,,,,2011-02-01,
Intel Processor 300,46.0,,,,,,,2024-01-08,
Intel Processor 300T,35.0,,,,,,,2024-01-08,
Intel Processor N100,6.0,,,,,,,2023-01-03,
Intel Processor N200,6.0,,,,,,,2023-01-03,
Intel Processor N50,6.0,,,,,,,2023-01-03,
Intel Processor N95,15.0,,,,,,,2023-01-03,
Intel Processor N97,12.0,,,,,,,2023-01-03,
Intel Processor U300,15.0,,,,,,,2023-01-04,
Intel Processor U300E,15.0,,,,,,,2023-01-04,
Intel T2050,31.0,,,,,,,2012-12-01,
Intel Xeon,61.0,,,,,,,2018-03-01,
Intel Xeon 1.4,56.0,,,,,,,,
Intel Xeon 1.5,59.2,,,,,,,,
Intel Xeon 1.7,65.8,,,,,,,,
Intel Xeon 1.8,55.0,,,,,,,,
Intel Xeon 2.0,77.5,,,,,,,,
Intel Xeon 2.0A,58.0,,,,,,,,
Intel Xeon 2.0B,58.0,,,,,,,,
Intel Xeon 2.2,61.0,,,,,,,,
Intel Xeon 2.4,65.0,,,,,,,,
Intel Xeon 2.4B,77.0,,,,,,,,
Intel Xeon 2.6,60.0,,,,,,,,
Intel Xeon 2.66,77.0,,,,,,,,
Intel Xeon 2.8,135.0,,,,,,,,
Intel Xeon 2.8B,77.0,,,,,,,,
Intel Xeon 2.8D,103.0,,,,,,,,
Intel Xeon 2.8E,110.0,,,,,,,,
Intel Xeon 3.0,110.0,,,,,,,,
Intel Xeon 3.06,87.0,,,,,,,,
Intel Xeon 3.0D,103.0,,,,,,,,
Intel Xeon 3.0E,110.0,,,,,,,,
Intel Xeon 3.2,110.0,,,,,,,,
Intel Xeon 3.2E,110.0,,,,,,,,
Intel Xeon 3.4,110.0,,,,,,,,
Intel Xeon 3.4E,110.0,,,,,,,,
Intel Xeon 3.6,110.0,,,,,,,,
Intel Xeon 3.6E,110.0,,,,,,,,
Intel Xeon 3.8,110.0,,,,,,,,
